Steps (m),MeanDistance (d),Square root of Steps (m),Log (m),Log (d)
4754,60.24578189,68.9492567,12.21492619,5.912788329
4756,61.17222483,68.9637586,12.215533,5.934804843
4758,61.60762908,68.97825744,12.21613956,5.945037111
4760,60.59377095,68.99275324,12.21674586,5.921097587
4762,61.316544,69.007246,12.21735191,5.938204479
4764,60.92563858,69.02173571,12.2179577,5.928977562
4766,60.3197709,69.03622238,12.21856324,5.914559044
4768,60.21006762,69.05070601,12.21916852,5.911932833
4770,61.76875554,69.0651866,12.21977355,5.94880536
4772,60.96790803,69.07966416,12.22037833,5.929978139
4774,60.78477302,69.09413868,12.22098285,5.925638059
4776,61.51245283,69.10861017,12.22158712,5.9428066
4778,62.02896918,69.12307864,12.22219114,5.954870245
4780,61.25227545,69.13754407,12.2227949,5.936691534
4782,61.46751038,69.15200648,12.22339841,5.941752148
4784,62.31659663,69.16646586,12.22400167,5.961544539
4786,61.12878649,69.18092223,12.22460468,5.933780022
4788,61.92448116,69.19537557,12.22520744,5.952437971
4790,62.75841538,69.20982589,12.22580994,5.97173702
4792,61.23240696,69.2242732,12.22641219,5.936223489
4794,62.52478228,69.23871749,12.22701419,5.966356224
4796,60.55428001,69.25315877,12.22761594,5.920157029
4798,62.32004438,69.26759704,12.22821744,5.961624356
4800,61.11311273,69.2820323,12.22881869,5.93341006
4802,63.59474073,69.29646456,12.22941969,5.990835555
4804,59.78723497,69.3108938,12.23002044,5.901765586
4806,60.84331333,69.32532005,12.23062093,5.927026815
4808,61.7082628,69.33974329,12.23122118,5.947391776
4810,60.29875304,69.35416354,12.23182118,5.914056263
4812,60.50092957,69.36858078,12.23242093,5.918885404
4814,61.87273587,69.38299503,12.23302043,5.951231923
4816,61.41699139,69.39740629,12.23361968,5.940565936
4818,61.69311984,69.41181456,12.23421868,5.9470377
4820,62.84439851,69.42621983,12.23481743,5.973712254
4822,60.82520798,69.44062212,12.23541594,5.926597443
4824,60.20426197,69.45502142,12.23601419,5.911793717
4826,59.98698382,69.46941773,12.2366122,5.906577589
4828,62.28594702,69.48381106,12.23720996,5.960834794
4830,64.07024392,69.49820142,12.23780747,6.001582578
4832,62.11212486,69.51258879,12.23840474,5.956803018
4834,60.37704094,69.52697318,12.23900176,5.915928148
4836,61.29232024,69.5413546,12.23959853,5.937634414
4838,61.06937622,69.55573305,12.24019505,5.932377204
4840,60.3117905,69.57010852,12.24079133,5.91436816
4842,62.0692831,69.58448103,12.24138736,5.955807578
4844,62.8062487,69.59885057,12.24198315,5.972836197
4846,60.61858295,69.61321714,12.24257869,5.921688222
4848,61.19895799,69.62758074,12.24317398,5.935435184
4850,60.69690615,69.64194139,12.24376903,5.923551076
4852,63.94941092,69.65629907,12.24436384,5.998859165
4854,61.20109777,69.67065379,12.24495839,5.935485626
4856,61.95949171,69.68500556,12.24555271,5.953253404
4858,63.104411,69.69935437,12.24614677,5.979668948
4860,60.85805309,69.71370023,12.2467406,5.927376276
4862,61.43745833,69.72804314,12.24733418,5.941046628
4864,61.63409384,69.7423831,12.24792751,5.945656715
4866,61.24696853,69.75672011,12.2485206,5.936566533
4868,61.81648679,69.77105417,12.24911345,5.949919759
4870,61.74136377,69.78538529,12.24970606,5.948165445
4872,61.10174114,69.79971347,12.25029842,5.933141586
4874,62.50034669,69.8140387,12.25089054,5.965792287
4876,60.59232682,69.828361,12.25148241,5.921063203
4878,63.571205,69.84268036,12.25207404,5.99030153
4880,63.48013954,69.85699679,12.25266543,5.988233394
4882,61.48384147,69.87131028,12.25325658,5.942135401
4884,60.51567218,69.88562084,12.25384748,5.919236911
4886,60.36069992,69.89992847,12.25443815,5.91553763
4888,61.32071232,69.91423317,12.25502857,5.938302551
4890,63.24155511,69.92853495,12.25561875,5.982800939
4892,63.10328756,69.9428338,12.25620869,5.979643264
4894,60.83738434,69.95712973,12.25679839,5.926886222
4896,61.53919474,69.97142274,12.25738784,5.94343366
4898,60.67107087,69.98571283,12.25797706,5.922936871
4900,62.69949409,70,12.25856603,5.970381897
4902,62.67030066,70.01428426,12.25915477,5.969710009
4904,62.53817924,70.0285656,12.25974326,5.966665312
4906,61.43152333,70.04284403,12.26033152,5.940907253
4908,63.33823191,70.05711955,12.26091953,5.98500469
4910,61.91161537,70.07139217,12.26150731,5.952138197
4912,61.99797777,70.08566187,12.26209485,5.954149254
4914,62.65699662,70.09992867,12.26268214,5.969403713
4916,62.7114123,70.11419257,12.2632692,5.970656105
4918,62.33520583,70.12845357,12.26385602,5.961975297
4920,62.32512313,70.14271167,12.2644426,5.961741923
4922,62.13395562,70.15696687,12.26502894,5.957309998
4924,64.24487366,70.17121917,12.26561505,6.005509436
4926,62.33862095,70.18546858,12.26620091,5.962054335
4928,60.93013386,70.1997151,12.26678654,5.929084005
4930,62.47288507,70.21395873,12.26737193,5.965158252
4932,62.68343931,70.22819946,12.26795708,5.970012435
4934,60.77618686,70.24243732,12.268542,5.925434257
4936,62.03868181,70.25667228,12.26912668,5.955096127
4938,61.83536535,70.27090436,12.26971112,5.950360286
4940,60.91425323,70.28513356,12.27029533,5.928707936
4942,63.55434633,70.29935988,12.2708793,5.989918886
4944,60.78093862,70.31358332,12.27146303,5.925547049
4946,61.01082086,70.32780389,12.27204652,5.930993236
4948,62.53929046,70.34202158,12.27262978,5.966690946
4950,63.91398642,70.3562364,12.27321281,5.998059768
4952,62.51796944,70.37044834,12.2737956,5.966199016
4954,62.52420936,70.38465742,12.27437815,5.966343004
4956,63.43293092,70.39886363,12.27496047,5.987160098
4958,61.73075977,70.41306697,12.27554256,5.947917643
4960,61.17830243,70.42726745,12.27612441,5.934948171
4962,64.69728308,70.44146506,12.27670602,6.015633223
4964,62.52949003,70.45565982,12.2772874,5.966464846
4966,62.54767032,70.46985171,12.27786855,5.966884245
4968,63.87639321,70.48404075,12.27844946,5.997210948
4970,63.93274542,70.49822693,12.27903014,5.998483143
4972,61.88565372,70.51241026,12.27961058,5.951533099
4974,61.10296077,70.52659073,12.28019079,5.933170383
4976,61.40959164,70.54076835,12.28077077,5.940392104
4978,63.35820842,70.55494313,12.28135051,5.985459636
4980,62.62219428,70.56911506,12.28193003,5.968602156
4982,62.14138315,70.58328414,12.28250931,5.957482448
4984,62.80720497,70.59745038,12.28308835,5.972858163
4986,62.88019302,70.61161378,12.28366717,5.974533741
4988,63.90588429,70.62577433,12.28424575,5.997876872
4990,62.13640558,70.63993205,12.2848241,5.957366883
4992,61.08372817,70.65408693,12.28540222,5.932716213
4994,60.25974498,70.66823898,12.28598011,5.913122662
4996,64.16750203,70.68238819,12.28655776,6.003770917
4998,61.77776786,70.69653457,12.28713519,5.94901584
5000,62.29116445,70.71067812,12.28771238,5.960955637
5002,63.21013353,70.72481884,12.28828934,5.982083957
5004,61.43447336,70.73895674,12.28886607,5.940976532
5006,63.00693479,70.75309181,12.28944258,5.977438721
5008,62.67116337,70.76722405,12.29001885,5.969729869
5010,62.74331569,70.78135348,12.29059489,5.971389866
5012,63.62901329,70.79548008,12.2911707,5.991612844
5014,63.24216439,70.80960387,12.29174628,5.982814838
5016,63.26432218,70.82372484,12.29232163,5.983320218
5018,62.67121407,70.83784299,12.29289676,5.969731036
5020,63.33603694,70.85195834,12.29347165,5.984954693
5022,62.67691546,70.86607087,12.29404631,5.969862277
5024,63.02758291,70.88018059,12.29462075,5.977911432
5026,63.8032294,70.8942875,12.29519496,5.995557543
5028,61.1242199,70.9083916,12.29576893,5.933672243
5030,63.22457581,70.92249291,12.29634268,5.982413547
5032,61.14430168,70.9365914,12.29691621,5.934146149
5034,63.17971376,70.9506871,12.2974895,5.981389496
5036,63.49067927,70.96478,12.29806257,5.988472908
5038,63.31122335,70.9788701,12.29863541,5.984389368
5040,63.39824768,70.9929574,12.29920802,5.98637106
5042,63.35394986,71.0070419,12.2997804,5.985362663
5044,64.10141195,71.02112362,12.30035256,6.00228423
5046,63.90788153,71.03520254,12.30092449,5.997921959
5048,62.88180685,71.04927867,12.30149619,5.974570768
5050,62.92475448,71.06335202,12.30206767,5.975555777
5052,63.02369786,71.07742258,12.30263892,5.977822501
5054,64.40266493,71.09149035,12.30320995,6.009048482
5056,61.96004431,71.10555534,12.30378075,5.953266271
5058,62.67884179,71.11961755,12.30435132,5.969906616
5060,64.40737129,71.13367698,12.30492167,6.009153906
5062,63.81696168,71.14773363,12.30549179,5.995868018
5064,62.34893417,71.1617875,12.30606169,5.962292993
5066,63.3086365,71.1758386,12.30663136,5.984330419
5068,63.34586688,71.18988692,12.30720081,5.985178586
5070,64.32005711,71.20393248,12.30777003,6.007196782
5072,63.47398111,71.21797526,12.30833903,5.988093427
5074,61.77634719,71.23201527,12.3089078,5.948982662
5076,62.12497387,71.24605252,12.30947635,5.957101435
5078,62.18172101,71.26008701,12.31004468,5.958418642
5080,63.53177445,71.27411872,12.31061278,5.989406409
5082,62.44683993,71.28814768,12.31118066,5.964556662
5084,64.34328735,71.30217388,12.31174832,6.007717741
5086,61.97131631,71.31619732,12.31231575,5.953528707
5088,63.77154166,71.330218,12.31288296,5.994840853
5090,64.91142527,71.34423593,12.31344994,6.020400529
5092,64.73309274,71.3582511,12.3140167,6.016431528
5094,63.02267873,71.37226352,12.31458324,5.977799171
5096,62.80792774,71.38627319,12.31514956,5.972874765
5098,63.53705534,71.40028011,12.31571566,5.989526324
5100,64.47052947,71.41428429,12.31628153,6.010567927
5102,63.11155919,71.42828571,12.31684718,5.979832361
5104,65.56102499,71.4422844,12.31741261,6.034766505
5106,62.1667838,71.45628034,12.31797782,5.958072038
5108,62.66772867,71.47027354,12.31854281,5.9696508
5110,65.10087202,71.484264,12.31910758,6.024604963
5112,62.44905589,71.49825173,12.31967212,5.964607856
5114,63.60811245,71.51223672,12.32023645,5.991138871
5116,63.44651656,71.52621897,12.32080055,5.987469052
5118,61.99483562,71.54019849,12.32136443,5.954076134
5120,63.23493145,71.55417528,12.32192809,5.982649829
5122,61.61470844,71.56814934,12.32249154,5.945202882
5124,64.05577602,71.58212067,12.32305476,6.001256762
5126,63.63970884,71.59608928,12.32361776,5.99185533
5128,64.0798041,71.61005516,12.32418055,6.001797832
5130,63.91873505,71.62401832,12.32474311,5.998166953
5132,63.51251118,71.63797875,12.32530546,5.988968908
5134,64.64319872,71.65193647,12.32586758,6.014426683
5136,63.48647685,71.66589147,12.32642949,5.988377413
5138,64.16441836,71.67984375,12.32699117,6.003701584
5140,62.54317793,71.69379332,12.32755264,5.966780622
5142,62.83971889,71.70774017,12.32811389,5.973604822
5144,64.75631474,71.72168431,12.32867493,6.01694898
5146,62.30356702,71.73562574,12.32923574,5.961242858
5148,63.63097954,71.74956446,12.32979634,5.991657426
5150,64.32660692,71.76350047,12.33035672,6.007343687
5152,61.62062322,71.77743378,12.33091688,5.945341368
5154,63.66697282,71.79136438,12.33147682,5.992473265
5156,62.79835362,71.80529228,12.33203655,5.972654831
5158,64.15850913,71.81921748,12.33259606,6.003568713
5160,63.68242541,71.83313998,12.33315535,5.992823378
5162,63.70031245,71.84705979,12.33371443,5.993228544
5164,66.34748981,71.86097689,12.33427329,6.051969979
5166,62.9157922,71.8748913,12.33483193,5.975350282
5168,62.85994147,71.88880302,12.33539035,5.974069024
5170,63.70229968,71.90271205,12.33594857,5.99327355
5172,62.78583824,71.91661839,12.33650656,5.972367281
5174,65.44033724,71.93052203,12.33706434,6.032108278
5176,63.58450833,71.94442299,12.3376219,5.990603406
5178,64.32371874,71.95832127,12.33817925,6.00727891
5180,62.35229864,71.97221686,12.33873638,5.962370841
5182,62.0773547,71.98610977,12.3392933,5.955995176
5184,64.66033686,72,12.33985,6.014809118
5186,64.13558495,72.01388755,12.34040649,6.003053138
5188,65.49929687,72.02777242,12.34096276,6.033407514
5190,62.48542119,72.04165462,12.34151882,5.965447721
5192,63.44481079,72.05553414,12.34207467,5.987430265
5194,65.23828457,72.06941099,12.3426303,6.027646942
5196,64.63874941,72.08328516,12.34318572,6.014327381
5198,64.48153999,72.09715667,12.34374092,6.010814294
5200,63.27940904,72.11102551,12.34429591,5.983664222
5202,63.08482599,72.12489168,12.34485068,5.979221125
5204,65.29162879,72.13875519,12.34540525,6.028826127
5206,62.42131666,72.15261603,12.3459596,5.963966883
5208,63.70474306,72.16647421,12.34651373,5.993328886
5210,63.3730044,72.18032973,12.34706766,5.985796508
5212,62.1180293,72.19418259,12.34762137,5.956940156
5214,63.77062979,72.20803279,12.34817487,5.994820224
5216,63.86620714,72.22188034,12.34872815,5.99698087
5218,65.32679343,72.23572523,12.34928123,6.029602921
5220,64.82690074,72.24956747,12.34983409,6.018520697
5222,64.36531058,72.26340706,12.35038674,6.008211458
5224,62.99599501,72.277244,12.35093918,5.977188207
5226,64.7103474,72.29107829,12.35149141,6.015924517
5228,63.53259067,72.30490993,12.35204343,5.989424944
5230,63.41412744,72.31873893,12.35259523,5.986732376
5232,62.17383726,72.33256528,12.35314683,5.958235717
5234,63.81286929,72.34638899,12.35369821,5.9957755
5236,65.09139532,72.36021006,12.35424938,6.024394936
5238,64.61534368,72.37402849,12.35480034,6.013804886
5240,66.39594754,72.38784428,12.3553511,6.053023285
5242,64.85441146,72.40165744,12.35590164,6.019132806
5244,63.71808477,72.41546796,12.35645197,5.993630998
5246,64.39232958,72.42927585,12.35700209,6.008816939
5248,64.20178543,72.44308111,12.357552,6.004541514
5250,62.43591565,72.45688373,12.35810171,5.964304259
5252,65.42845633,72.47068373,12.3586512,6.031846328
5254,62.42245622,72.4844811,12.35920049,5.963993221
5256,63.94843817,72.49827584,12.35974956,5.998837219
5258,64.65665022,72.51206796,12.36029843,6.01472686
5260,63.96216512,72.52585746,12.36084708,5.99914687
5262,64.82921885,72.53964433,12.36139553,6.018572284
5264,64.13402021,72.55342859,12.36194377,6.00301794
5266,66.62930949,72.56721023,12.36249181,6.058085037
5268,63.28361233,72.58098925,12.36303963,5.983760048
5270,63.05071586,72.59476565,12.36358725,5.978440845
5272,64.62278322,72.60853944,12.36413466,6.013970982
5274,64.95504554,72.62231062,12.36468186,6.02136969
5276,64.25405851,72.63607919,12.36522885,6.005715678
5278,65.15018369,72.64984515,12.36577564,6.025697341
5280,66.50418218,72.6636085,12.36632221,6.055373164
5282,64.09193232,72.67736924,12.36686859,6.002070862
5284,63.29780436,72.69112738,12.36741475,5.984083552
5286,65.14002283,72.70488292,12.36796071,6.02547232
5288,63.30512806,72.71863585,12.36850646,5.984250465
5290,63.59049312,72.73238618,12.36905201,5.990739191
5292,65.05457848,72.74613392,12.36959735,6.023578691
5294,63.97102063,72.75987905,12.37014248,5.999346596
5296,67.05434018,72.77362159,12.37068741,6.06725881
5298,65.22085441,72.78736154,12.37123213,6.027261436
5300,65.13888925,72.80109889,12.37177664,6.025447214
5302,66.47832864,72.81483365,12.37232095,6.054812206
5304,65.29638202,72.82856582,12.37286506,6.028931151
5306,62.11256067,72.84229541,12.37340896,5.956813141
5308,66.05239116,72.8560224,12.37395266,6.045538884
5310,63.1345763,72.86974681,12.37449615,5.980358423
5312,64.26693774,72.88346863,12.37503943,6.006004826
5314,64.34520298,72.89718787,12.37558251,6.007760693
5316,63.9058194,72.91090453,12.37612539,5.997875407
5318,64.07969391,72.92461861,12.37666806,6.001795351
5320,65.7173513,72.93833012,12.37721053,6.038202429
5322,66.74646634,72.95203904,12.3777528,6.060619555
5324,65.96672078,72.96574539,12.37829486,6.043666485
5326,64.32909024,72.97944916,12.37883671,6.007399381
5328,63.41852587,72.99315036,12.37937837,5.986832438
5330,64.37763481,73.00684899,12.37991982,6.008487669
5332,65.31866681,73.02054505,12.38046107,6.02942344
5334,63.86438286,73.03423855,12.38100211,5.99693966
5336,65.16583432,73.04792947,12.38154295,6.02604387
5338,64.14894354,73.06161783,12.38208359,6.003353601
5340,66.11890131,73.07530363,12.38262403,6.046990847
5342,65.72664177,73.08898686,12.38316426,6.038406369
5344,64.97943577,73.10266753,12.38370429,6.021911311
5346,66.57615184,73.11634564,12.38424412,6.056933579
5348,66.58973271,73.1300212,12.38478375,6.057227844
5350,64.41605057,73.14369419,12.38532318,6.009348305
5352,64.15097071,73.15736463,12.3858624,6.003399191
5354,64.52182242,73.17103252,12.38640142,6.011715283
5356,63.59180906,73.18469785,12.38694025,5.990769046
5358,65.24543607,73.19836064,12.38747887,6.027805083
5360,63.00490653,73.21202087,12.38801729,5.977392278
5362,64.70136232,73.22567856,12.3885555,6.015724184
5364,65.06776648,73.23933369,12.38909352,6.023871127
5366,62.89743462,73.25298629,12.38963134,5.97492927
5368,66.78508753,73.26663634,12.39016896,6.061454094
5370,63.47078118,73.28028384,12.39070637,5.988020694
5372,65.07919939,73.29392881,12.39124359,6.024124598
5374,64.41965689,73.30757123,12.39178061,6.009429072
5376,63.38303446,73.32121112,12.39231742,5.986024825
5378,64.84586178,73.33484847,12.39285404,6.018942605
5380,63.745912,73.34848328,12.39339046,5.99426092
5382,63.73156088,73.36211556,12.39392668,5.99393609
5384,67.1526508,73.37574531,12.39446269,6.069372445
5386,66.00069059,73.38937253,12.39499851,6.044409215
5388,65.44132,73.40299721,12.39553414,6.032129944
5390,64.2730023,73.41661937,12.39606956,6.006140959
5392,67.42746496,73.430239,12.39660478,6.075264453
5394,65.28596744,73.44385611,12.39713981,6.028701027
5396,65.47987265,73.45747069,12.39767463,6.032979611
5398,64.00270371,73.47108275,12.39820926,6.000060946
5400,62.58769328,73.48469228,12.39874369,5.967807101
5402,67.11030554,73.4982993,12.39927792,6.06846242
5404,67.01071678,73.5119038,12.39981196,6.066319934
5406,64.46656179,73.52550578,12.4003458,6.010479137
5408,65.26856702,73.53910524,12.40087944,6.02831646
5410,65.36308019,73.55270219,12.40141288,6.030404066
5412,65.851628,73.56629663,12.40194612,6.041147202
5414,63.97813203,73.57988856,12.40247917,5.999506966
5416,65.5762564,73.59347797,12.40301202,6.035101639
5418,64.90693025,73.60706488,12.40354468,6.020300621
5420,65.69589274,73.62064928,12.40407714,6.037731272
5422,65.27627783,73.63423117,12.4046094,6.028486889
5424,66.22317876,73.64781056,12.40514146,6.049264358
5426,62.66727638,73.66138744,12.40567333,5.969640388
5428,64.39012263,73.67496183,12.40620501,6.008767492
5430,63.0240854,73.68853371,12.40673648,5.977831372
5432,66.34685942,73.70210309,12.40726776,6.051956271
5434,65.53104569,73.71566998,12.40779885,6.034106648
5436,66.90717775,73.72923436,12.40832974,6.064089085
5438,65.67339673,73.74279626,12.40886044,6.03723717
5440,64.66322552,73.75635566,12.40939094,6.014873568
5442,64.83972922,73.76991257,12.40992124,6.018806161
5444,64.6069217,73.78346698,12.41045135,6.013616832
5446,65.61515792,73.79701891,12.41098127,6.035957229
5448,66.67585312,73.81056835,12.41151099,6.059092474
5450,66.42236476,73.8241153,12.41204051,6.053597181
5452,65.24954006,73.83765977,12.41256985,6.027895827
5454,63.7492591,73.85120175,12.41309898,5.99433667
5456,67.30635245,73.86474125,12.41362793,6.072670769
5458,64.65732459,73.87827827,12.41415668,6.014741907
5460,65.08922571,73.89181281,12.41468524,6.024346847
5462,63.80707076,73.90534487,12.4152136,5.9956444
5464,64.0725251,73.91887445,12.41574177,6.001633943
5466,65.08103234,73.93240156,12.41626974,6.024165231
5468,65.54631955,73.94592619,12.41679753,6.03444287
5470,66.88777984,73.95944835,12.41732512,6.063670755
5472,65.98840793,73.97296804,12.41785251,6.044140706
5474,66.60208192,73.98648525,12.41837972,6.05749537
5476,63.75574534,74,12.41890673,5.994483451
5478,66.05306199,74.01351228,12.41943355,6.045553536
5480,65.27294628,74.02702209,12.41996018,6.028413256
5482,65.52960018,74.04052944,12.42048661,6.034074824
5484,63.47165609,74.05403433,12.42101286,5.988040581
5486,65.08409532,74.06753675,12.42153891,6.024233128
5488,66.22832848,74.08103671,12.42206477,6.049376542
5490,64.40626143,74.09453421,12.42259043,6.009129046
5492,66.19110104,74.10802925,12.42311591,6.048565364
5494,66.76543873,74.12152184,12.4236412,6.061029577
5496,65.52153594,74.13501197,12.42416629,6.033897271
5498,65.17527558,74.14849965,12.42469119,6.026252873
5500,66.41298655,74.16198487,12.4252159,6.053393472
5502,65.73563294,74.17546764,12.42574042,6.038603711
5504,65.68177995,74.18894796,12.42626475,6.037421319
5506,65.25349009,74.20242584,12.42678889,6.027983161
5508,65.24584852,74.21590126,12.42731284,6.027814203
5510,64.03285628,74.22937424,12.4278366,6.00074046
5512,64.91670649,74.24284477,12.42836017,6.020517902
5514,64.65843712,74.25631286,12.42888355,6.014766731
5516,63.86887127,74.26977851,12.42940674,5.997041049
5518,65.51807836,74.28324172,12.42992974,6.033821138
5520,63.90625182,74.29670248,12.43045255,5.997885169
5522,65.60557865,74.31016081,12.43097517,6.035746592
5524,66.51958101,74.3236167,12.4314976,6.055707176
5526,65.38576685,74.33707016,12.43201985,6.030904719
5528,65.67764417,74.35052118,12.4325419,6.037330474
5530,65.49754196,74.36396977,12.43306377,6.03336886
5532,65.37698041,74.37741593,12.43358544,6.030710839
5534,67.44819957,74.39085965,12.43410693,6.075708028
5536,67.18236001,74.40430095,12.43462823,6.070010571
5538,65.15811187,74.41773982,12.43514934,6.025872893
5540,65.74157437,74.43117626,12.43567026,6.038734101
5542,65.33354514,74.44461028,12.436191,6.02975202
5544,66.56047766,74.45804188,12.43671154,6.056593882
5546,66.40898609,74.47147105,12.4372319,6.053306567
5548,66.13939922,74.4848978,12.43775207,6.047438036
5550,65.79522376,74.49832213,12.43827206,6.039910954
5552,66.06785535,74.51174404,12.43879185,6.045876609
5554,65.85939915,74.52516354,12.43931146,6.041317445
5556,64.21673663,74.53858061,12.43983088,6.004877447
5558,64.98354969,74.55199528,12.44035012,6.022002647
5560,63.22867661,74.56540753,12.44086917,5.982507119
5562,65.55385788,74.57881737,12.44138803,6.034608781
5564,67.00806667,74.5922248,12.4419067,6.066262878
5566,66.28694931,74.60562981,12.44242519,6.050652953
5568,65.74171085,74.61903242,12.4429435,6.038737096
5570,66.4330176,74.63243263,12.44346161,6.053828543
5572,66.84479276,74.64583043,12.44397954,6.062743273
5574,65.85031407,74.65922582,12.44449729,6.041118416
5576,66.60811199,74.67261881,12.44501485,6.057625984
5578,68.14922423,74.6860094,12.44553222,6.090625329
5580,68.81171133,74.69939759,12.44604941,6.104582219
5582,66.25742342,74.71278338,12.44656641,6.050010197
5584,66.8832664,74.72616677,12.44708323,6.063573401
5586,63.01773028,74.73954776,12.44759986,5.977685888
5588,66.51761216,74.75292636,12.44811631,6.055664475
5590,66.24707267,74.76630257,12.44863257,6.049784801
5592,66.24816186,74.77967638,12.44914865,6.049808521
5594,66.99334241,74.79304781,12.44966454,6.065945827
5596,65.62034217,74.80641684,12.45018025,6.036071212
5598,65.24484111,74.81978348,12.45069577,6.027791928
5600,65.26337579,74.83314774,12.45121111,6.028201709
5602,67.33600262,74.8465096,12.45172627,6.073306174
5604,66.41205482,74.85986909,12.45224124,6.053373232
5606,65.96293732,74.87322619,12.45275603,6.043583738
5608,65.01701188,74.88658091,12.45327063,6.022745348
5610,65.75027209,74.89993324,12.45378506,6.038924959
5612,65.09123481,74.9132832,12.45429929,6.024391378
5614,65.10451553,74.92663078,12.45481335,6.024685704
5616,67.742837,74.93997598,12.45532722,6.081996502
5618,67.1601279,74.95331881,12.45584091,6.069533073
5620,66.36403797,74.96665926,12.45635442,6.052329766
5622,67.61090746,74.97999733,12.45686774,6.079184106
5624,68.34695303,74.99333304,12.45738088,6.094805117
5626,66.72175494,75.00666637,12.45789384,6.060085331
5628,66.06243892,75.01999733,12.45840661,6.045758327
5630,67.56420386,75.03332593,12.45891921,6.078187191
5632,65.24987028,75.04665216,12.45943162,6.027903128
5634,67.0121873,75.05997602,12.45994385,6.066351593
5636,67.5991788,75.07329752,12.4604559,6.078933816
5638,67.32463119,75.08661665,12.46096776,6.073062516
5640,67.66056789,75.09993342,12.46147945,6.080243381
5642,67.43121111,75.11324783,12.46199095,6.075344605
5644,65.19290122,75.12655988,12.46250227,6.026642974
5646,65.42120513,75.13986958,12.46301341,6.031686431
5648,67.7905669,75.15317691,12.46352437,6.08301263
5650,66.53169005,75.16648189,12.46403515,6.055969777
5652,65.2743408,75.17978452,12.46454575,6.028444078
5654,68.6926607,75.19308479,12.46505617,6.102084061
5656,65.9417998,75.20638271,12.4655664,6.043121359
5658,65.48737239,75.21967828,12.46607646,6.03314484
5660,67.31660953,75.2329715,12.46658634,6.07289061
5662,65.82973341,75.24626237,12.46709603,6.04066745
5664,66.13655107,75.25955089,12.46760555,6.047375908
5666,66.86393892,75.27283707,12.46811489,6.063156441
5668,67.33932726,75.2861209,12.46862404,6.073377403
5670,64.53360369,75.29940239,12.46913302,6.011978686
5672,68.33641835,75.31268154,12.46964182,6.09458273
5674,68.71185536,75.32595834,12.47015044,6.102487134
5676,65.56996785,75.33923281,12.47065887,6.034963282
5678,66.84698884,75.35250494,12.47116713,6.06279067
5680,66.42857635,75.36577473,12.47167521,6.053732091
5682,67.1304758,75.37904218,12.47218312,6.068895963
5684,67.35032348,75.3923073,12.47269084,6.07361297
5686,66.42532915,75.40557009,12.47319838,6.053661567
5688,67.39097878,75.41883054,12.47370575,6.074483574
5690,67.47954502,75.43208866,12.47421294,6.076378341
5692,66.70574256,75.44534446,12.47471995,6.05973906
5694,63.35105875,75.45859792,12.47522678,5.985296825
5696,68.26254133,75.47184906,12.47573343,6.09302222
5698,66.3046877,75.48509787,12.47623991,6.051038966
5700,67.38049209,75.49834435,12.4767462,6.07425906
5702,67.00518954,75.51158851,12.47725232,6.066200931
5704,68.48822483,75.52483035,12.47775827,6.097784062
5706,66.65849042,75.53806987,12.47826403,6.058716741
5708,65.0502068,75.55130707,12.47876962,6.023481738
5710,68.11624482,75.56454195,12.47927503,6.089926998
5712,67.46866248,75.57777451,12.47978026,6.076145657
5714,66.98181653,75.59100476,12.48028532,6.065697597
5716,68.34163056,75.60423269,12.4807902,6.094692764
5718,67.05204098,75.6174583,12.4812949,6.067209342
5720,65.50119561,75.6306816,12.48179943,6.033449336
5722,68.80640382,75.6439026,12.48230378,6.104470938
5724,66.95649645,75.65712128,12.48280796,6.065152135
5726,67.08078494,75.67033765,12.48331195,6.067827665
5728,67.0754674,75.68355171,12.48381578,6.067713297
5730,64.91007431,75.69676347,12.48431942,6.020370503
5732,66.13079246,75.70997292,12.48482289,6.047250285
5734,69.0196978,75.72318007,12.48532619,6.108936252
5736,65.87112825,75.73638492,12.48582931,6.041574356
5738,65.74308445,75.74958746,12.48633225,6.038767239
5740,65.96366659,75.7627877,12.48683502,6.043599688
5742,68.42003099,75.77598564,12.48733762,6.096346852
5744,68.98071744,75.78918129,12.48784003,6.108121229
5746,66.67527446,75.80237463,12.48834228,6.059079953
5748,65.5350993,75.81556568,12.48884435,6.034195887
5750,67.80196029,75.82875444,12.48934624,6.08325508
5752,66.40090789,75.8419409,12.48984796,6.053131062
5754,68.07109398,75.85512507,12.49034951,6.088970391
5756,68.63552225,75.86830695,12.49085088,6.10088353
5758,67.62327643,75.88148654,12.49135207,6.079448013
5760,66.21896466,75.89466384,12.4918531,6.049172549
5762,66.87649273,75.90783886,12.49235395,6.063427284
5764,68.63275122,75.92101158,12.49285462,6.100825283
5766,65.96458043,75.93418203,12.49335512,6.043619675
5768,68.32508811,75.94735018,12.49385545,6.09434351
5770,67.68122164,75.96051606,12.4943556,6.080683704
5772,68.3135244,75.97367965,12.49485558,6.09409932
5774,66.42958735,75.98684097,12.49535539,6.053754048
5776,66.93936937,76,12.49585503,6.064783054
5778,67.2137142,76.01315676,12.49635449,6.070683724
5780,67.27013213,76.02631123,12.49685378,6.071894187
5782,65.87313416,76.03946344,12.49735289,6.041618288
5784,66.43710438,76.05261337,12.49785184,6.053917291
5786,68.6704945,76.06576102,12.49835061,6.101618447
5788,68.98303743,76.07890641,12.49884921,6.108169749
