Steps (m),MeanDistance (d),Square root of Steps (m),Log (m),Log (d)
11358,94.19905792,106.573918,13.4714212,6.557640726
11360,94.11114992,106.5833008,13.47167521,6.556293753
11362,91.29734776,106.5926827,13.47192919,6.512501045
11364,92.81717379,106.6020638,13.47218312,6.536319864
11366,93.03649068,106.611444,13.472437,6.539724774
11368,93.9128136,106.6208235,13.47269084,6.55325011
11370,95.12513676,106.6302021,13.47294463,6.571754718
11372,96.88067714,106.6395799,13.47319838,6.598137044
11374,93.71026396,106.6489569,13.47345209,6.550135168
11376,93.51936658,106.658333,13.47370575,6.547193253
11378,96.89185427,106.6677083,13.47395937,6.598303478
11380,92.46306723,106.6770828,13.47421294,6.530805316
11382,96.03398596,106.6864565,13.47446646,6.585473154
11384,95.04606402,106.6958293,13.47471995,6.570554979
11386,94.50127923,106.7052014,13.47497338,6.562261954
11388,95.76244403,106.7145726,13.47522678,6.581388068
11390,94.91013926,106.723943,13.47548013,6.568490314
11392,96.9808347,106.7333125,13.47573343,6.599627766
11394,92.89586473,106.7426812,13.47598669,6.537542471
11396,94.80425635,106.7520492,13.47623991,6.566879927
11398,95.84145985,106.7614163,13.47649308,6.582577978
11400,98.02261712,106.7707825,13.4767462,6.615042761
11402,92.11946443,106.780148,13.47699929,6.525434118
11404,95.17233861,106.7895126,13.47725232,6.572470417
11406,93.27064299,106.7988764,13.47750532,6.543351158
11408,95.84282003,106.8082394,13.47775827,6.582598453
11410,91.94825362,106.8176015,13.47801117,6.522750269
11412,91.94730932,106.8269629,13.47826403,6.522735452
11414,93.20884526,106.8363234,13.47851685,6.542394964
11416,92.96641878,106.8456831,13.47876962,6.538637777
11418,95.67397937,106.855042,13.47902235,6.580054701
11420,95.69350193,106.8644001,13.47927503,6.580349057
11422,98.88600996,106.8737573,13.47952767,6.627694523
11424,93.10345877,106.8831137,13.47978026,6.540762859
11426,92.44876721,106.8924693,13.48003281,6.530582176
11428,94.07625202,106.9018241,13.48028532,6.55575868
11430,93.14841918,106.9111781,13.48053778,6.54145938
11432,96.46224597,106.9205312,13.4807902,6.591892496
11434,95.14118344,106.9298836,13.48104257,6.571998066
11436,93.28588616,106.9392351,13.4812949,6.543586918
11438,94.38801024,106.9485858,13.48154719,6.560531706
11440,93.77698327,106.9579357,13.48179943,6.551161964
11442,94.77286755,106.9672847,13.48205163,6.566402185
11444,94.62931624,106.976633,13.48230378,6.564215296
11446,96.94486722,106.9859804,13.48255589,6.599092611
11448,96.763396,106.995327,13.48280796,6.596389498
11450,95.53879967,107.0046728,13.48305998,6.578014846
11452,96.66323244,107.0140178,13.48331195,6.594895334
11454,94.87743226,107.0233619,13.48356389,6.56799306
11456,95.31022405,107.0327053,13.48381578,6.574559077
11458,96.05247069,107.0420478,13.48406762,6.585750819
11460,94.1704027,107.0513895,13.48431942,6.557201794
11462,92.84114678,107.0607304,13.48457118,6.536692438
11464,97.07738701,107.0700705,13.48482289,6.601063371
11466,94.08197914,107.0794098,13.48507456,6.555846504
11468,95.0762447,107.0887482,13.48532619,6.571013016
11470,93.36187132,107.0980859,13.48557777,6.544761573
11472,93.39326799,107.1074227,13.48582931,6.545246656
11474,95.27844239,107.1167587,13.4860808,6.574077923
11476,93.20871661,107.1260939,13.48633225,6.542392973
11478,91.16118458,107.1354283,13.48658366,6.510347767
11480,96.50458895,107.1447619,13.48683502,6.592525641
11482,97.44271087,107.1540946,13.48708634,6.606482365
11484,92.84928492,107.1634266,13.48733762,6.536818894
11486,92.10562089,107.1727577,13.48758885,6.525217297
11488,91.37574389,107.1820881,13.48784003,6.513739341
11490,95.30639908,107.1914176,13.48809118,6.574501178
11492,94.48195365,107.2007463,13.48834228,6.561966891
11494,93.76657052,107.2100742,13.48859333,6.551001762
11496,94.51571416,107.2194012,13.48884435,6.562482306
11498,95.73966291,107.2287275,13.48909532,6.581044821
11500,93.39629458,107.2380529,13.48934624,6.545293408
11502,95.11583597,107.2473776,13.48959712,6.571613652
11504,97.70078364,107.2567014,13.48984796,6.610298229
11506,94.18188976,107.2660244,13.49009875,6.557377766
11508,94.37658733,107.2753467,13.49034951,6.560357099
11510,96.4689098,107.2846681,13.49060021,6.591992157
11512,96.81422121,107.2939886,13.49085088,6.597147078
11514,95.26622405,107.3033084,13.4911015,6.573892903
11516,93.79211669,107.3126274,13.49135207,6.551394763
11518,92.12156382,107.3219456,13.49160261,6.525466997
11520,91.09228976,107.3312629,13.4918531,6.509257041
11522,94.08063696,107.3405795,13.49210354,6.555825923
11524,95.06526745,107.3498952,13.49235395,6.570846437
11526,92.26446243,107.3592101,13.4926043,6.527703166
11528,95.60567707,107.3685243,13.49285462,6.579024383
11530,93.80043942,107.3778376,13.49310489,6.551522776
11532,94.30866698,107.3871501,13.49335512,6.559318456
11534,91.19578114,107.3964618,13.49360531,6.51089518
11536,93.7070773,107.4057727,13.49385545,6.550086108
11538,92.09953847,107.4150827,13.49410555,6.525122022
11540,96.51524372,107.424392,13.4943556,6.592684916
11542,97.3141036,107.4337005,13.49460562,6.604577003
11544,95.13802492,107.4430081,13.49485558,6.57195017
11546,93.33706277,107.452315,13.49510551,6.544378163
11548,93.32655558,107.4616211,13.49535539,6.544215746
11550,94.06289766,107.4709263,13.49560523,6.555553871
11552,98.06658657,107.4802307,13.49585503,6.615689757
11554,96.10189704,107.4895344,13.49610478,6.586493005
11556,95.68720495,107.4988372,13.49635449,6.580254119
11558,95.54509845,107.5081392,13.49660415,6.578109958
11560,97.00741433,107.5174404,13.49685378,6.600023112
11562,95.47795238,107.5267409,13.49710336,6.577095722
11564,94.47497402,107.5360405,13.49735289,6.561860312
11566,94.19622854,107.5453393,13.49760239,6.557597393
11568,91.8781338,107.5546373,13.49785184,6.521649648
11570,93.48547806,107.5639345,13.49810124,6.546670371
11572,93.65999777,107.5732309,13.49835061,6.549361099
11574,94.95390798,107.5825265,13.49859993,6.569155473
11576,95.62033333,107.5918213,13.49884921,6.57924553
11578,99.05926803,107.6011152,13.49909844,6.630220056
11580,92.14711568,107.6104084,13.49934763,6.525867103
11582,98.31248222,107.6197008,13.49959678,6.619302694
11584,92.49675552,107.6289924,13.49984589,6.531330856
11586,95.88953696,107.6382832,13.50009495,6.583301498
11588,97.90399537,107.6475731,13.50034397,6.613295831
11590,95.07981358,107.6568623,13.50059295,6.57106717
11592,96.00217103,107.6661507,13.50084188,6.584995127
11594,96.71937458,107.6754382,13.50109077,6.595733011
11596,97.76449187,107.684725,13.50133962,6.611238667
11598,95.31037207,107.694011,13.50158842,6.574561318
11600,90.37062131,107.7032961,13.50183718,6.497781936
11602,94.28114136,107.7125805,13.5020859,6.558897319
11604,95.24818464,107.7218641,13.50233458,6.573619691
11606,94.64348528,107.7311468,13.50258321,6.564431297
11608,93.08250702,107.7404288,13.5028318,6.540438163
11610,97.30179752,107.74971,13.50308035,6.604394552
11612,94.72746714,107.7589903,13.50332886,6.565710904
11614,93.96634701,107.7682699,13.50357732,6.554072259
11616,92.49226895,107.7775487,13.50382574,6.531260877
11618,96.21927629,107.7868267,13.50407411,6.588254043
11620,97.00388471,107.7961038,13.50432245,6.599970619
11622,92.54740224,107.8053802,13.50457074,6.53212059
11624,96.56368131,107.8146558,13.50481899,6.593408772
11626,94.22041569,107.8239306,13.50506719,6.557967792
11628,94.89035069,107.8332045,13.50531536,6.568189483
11630,95.01826868,107.8424777,13.50556348,6.570133015
11632,96.45197903,107.8517501,13.50581155,6.591738935
11634,94.573134,107.8610217,13.50605959,6.563358501
11636,97.80721969,107.8702925,13.50630758,6.611869057
11638,96.16854884,107.8795625,13.50655553,6.587493244
11640,91.0477959,107.8888317,13.50680344,6.508552188
11642,94.84375327,107.8981001,13.5070513,6.567480851
11644,96.0158969,107.9073677,13.50729912,6.585201381
11646,92.85228606,107.9166345,13.5075469,6.536865525
11648,96.46815005,107.9259005,13.50779464,6.591980795
11650,99.09627877,107.9351657,13.50804233,6.630758978
11652,97.27000603,107.9444301,13.50828999,6.603923102
11654,97.15326061,107.9536938,13.5085376,6.602190511
11656,95.06384125,107.9629566,13.50878516,6.570824793
11658,95.53753043,107.9722186,13.50903269,6.57799568
11660,95.21416648,107.9814799,13.50928017,6.573104336
11662,92.89817657,107.9907403,13.50952761,6.537578374
11664,96.55888999,108,13.509775,6.593337186
11666,96.91425616,108.0092589,13.51002236,6.598636998
11668,96.01340631,108.0185169,13.51026967,6.585163958
11670,94.93243368,108.0277742,13.51051694,6.568829163
11672,93.92580331,108.0370307,13.51076417,6.553449645
11674,97.9962576,108.0462864,13.51101135,6.61465475
11676,96.40384144,108.0555413,13.5112585,6.59101873
11678,94.15705877,108.0647954,13.5115056,6.55699735
11680,92.05560729,108.0740487,13.51175265,6.524433697
11682,96.22723358,108.0833012,13.51199967,6.588373348
11684,94.78004745,108.0925529,13.51224664,6.566511478
11686,95.14890299,108.1018039,13.51249357,6.572115118
11688,94.53318602,108.111054,13.51274046,6.562748973
11690,96.96195923,108.1203034,13.51298731,6.599346945
11692,90.5941942,108.1295519,13.51323411,6.501346692
11694,95.13785898,108.1387997,13.51348088,6.571947654
11696,94.09786451,108.1480467,13.5137276,6.556090077
11698,92.89289756,108.1572929,13.51397427,6.53749639
11700,97.49158069,108.1665383,13.51422091,6.607205729
11702,95.3271247,108.1757829,13.5144675,6.574814877
11704,96.36761633,108.1850267,13.51471405,6.590476515
11706,93.2762123,108.1942697,13.51496056,6.543437301
11708,98.11317437,108.203512,13.51520703,6.616374966
11710,96.355024,108.2127534,13.51545346,6.590287986
11712,94.82065607,108.2219941,13.51569984,6.56712947
11714,96.75843009,108.2312339,13.51594618,6.596315457
11716,95.0289972,108.240473,13.51619248,6.5702959
11718,95.29445423,108.2497113,13.51643873,6.574320352
11720,95.99537413,108.2589488,13.51668495,6.584892981
11722,96.37380678,108.2681855,13.51693112,6.590569188
11724,93.00379528,108.2774215,13.51717725,6.539217685
11726,96.53905455,108.2866566,13.51742334,6.593040793
11728,94.51602571,108.295891,13.51766939,6.562487062
11730,96.29348166,108.3051245,13.51791539,6.589366237
11732,94.86060391,108.3143573,13.51816136,6.567737148
11734,97.3175131,108.3235893,13.51840728,6.604627548
11736,96.29720572,108.3328205,13.51865316,6.589422031
11738,96.9051722,108.3420509,13.51889899,6.598501765
11740,96.03967908,108.3512806,13.51914479,6.585558678
11742,93.79791194,108.3605094,13.51939054,6.551483902
11744,95.84132138,108.3697375,13.51963625,6.582575894
11746,97.66888111,108.3789647,13.51988192,6.609827064
11748,98.2146761,108.3881912,13.52012755,6.617866716
11750,93.78955072,108.3974169,13.52037314,6.551355293
11752,93.90065231,108.4066419,13.52061868,6.553063275
11754,95.08522782,108.415866,13.52086418,6.57114932
11756,97.12841841,108.4250893,13.52110964,6.601821565
11758,95.07482613,108.4343119,13.52135506,6.57099149
11760,95.48190533,108.4435337,13.52160044,6.57715545
11762,96.87295798,108.4527547,13.52184578,6.598022089
11764,94.19827692,108.4619749,13.52209107,6.557628765
11766,97.02473302,108.4711943,13.52233632,6.600280653
11768,97.12005864,108.480413,13.52258153,6.601697388
11770,96.09221806,108.4896308,13.5228267,6.586347695
11772,95.29225112,108.4988479,13.52307183,6.574286998
11774,94.67027856,108.5080642,13.52331691,6.564839662
11776,95.99418091,108.5172797,13.52356196,6.584875048
11778,94.16238064,108.5264945,13.52380696,6.55707889
11780,99.01329124,108.5357084,13.52405192,6.629550296
11782,96.40678878,108.5449216,13.52429684,6.591062837
11784,98.0289158,108.554134,13.52454172,6.615135462
11786,96.31367384,108.5633456,13.52478655,6.58966873
11788,94.97053054,108.5725564,13.52503135,6.569408008
11790,93.7076527,108.5817664,13.5252761,6.550094966
11792,96.46108586,108.5909757,13.52552081,6.591875145
11794,96.81787188,108.6001842,13.52576548,6.597201478
11796,94.0795942,108.6093919,13.52601011,6.555809932
11798,96.52708428,108.6185988,13.52625469,6.592861896
11800,96.6860263,108.6278049,13.52649924,6.595235492
11802,96.57749737,108.6370103,13.52674374,6.593615174
11804,96.63585743,108.6462148,13.52698821,6.594486706
11806,94.19614751,108.6554186,13.52723263,6.557596152
11808,96.20565287,108.6646217,13.52747701,6.588049762
11810,97.35958086,108.6738239,13.52772134,6.605251052
11812,97.51122712,108.6830254,13.52796564,6.60749643
11814,97.14536095,108.692226,13.5282099,6.602073198
11816,96.85460764,108.7014259,13.52845411,6.597748778
11818,97.27779998,108.7106251,13.52869828,6.604038696
11820,96.64070064,108.7198234,13.52894242,6.594559009
11822,96.3864599,108.729021,13.52918651,6.59075859
11824,98.03707743,108.7382178,13.52943055,6.615255572
11826,97.98669527,108.7474138,13.52967456,6.614513967
11828,98.60062586,108.756609,13.52991853,6.623524899
11830,95.55076057,108.7658034,13.53016245,6.578195452
11832,97.66781133,108.7749971,13.53040634,6.609811262
11834,94.59143951,108.78419,13.53065018,6.563637721
11836,95.22544023,108.7933822,13.53089398,6.573275147
11838,96.09198544,108.8025735,13.53113774,6.586344203
11840,94.4733197,108.8117641,13.53138146,6.561835049
11842,95.20649746,108.8209539,13.53162514,6.57298813
11844,98.50649895,108.8301429,13.53186878,6.622147004
11846,94.54342271,108.8393311,13.53211237,6.56290519
11848,95.26637555,108.8485186,13.53235593,6.573895197
11850,96.04990867,108.8577053,13.53259944,6.585712337
11852,95.13322845,108.8668912,13.53284291,6.571877433
11854,95.76389324,108.8760763,13.53308634,6.581409901
11856,97.80559555,108.8852607,13.53332973,6.6118451
11858,96.90116805,108.8944443,13.53357308,6.598442151
11860,98.89903742,108.9036271,13.53381639,6.627884574
11862,95.74489322,108.9128092,13.53405966,6.581123634
11864,98.87467991,108.9219904,13.53430288,6.627529214
11866,96.72957225,108.9311709,13.53454607,6.595885114
11868,97.07700626,108.9403507,13.53478921,6.601057713
11870,95.88887368,108.9495296,13.53503231,6.583291519
11872,94.03060808,108.9587078,13.53527538,6.555058543
11874,98.74340491,108.9678852,13.5355184,6.625612488
11876,94.58713252,108.9770618,13.53576138,6.56357203
11878,98.88190871,108.9862377,13.53600432,6.627634687
11880,95.48700037,108.9954127,13.53624722,6.577232432
11882,96.0559983,109.0045871,13.53649007,6.585803802
11884,97.53791114,109.0137606,13.53673289,6.607891171
11886,97.70312268,109.0229334,13.53697567,6.610332768
11888,96.0874151,109.0321054,13.5372184,6.586275583
11890,97.71469922,109.0412766,13.53746109,6.610503698
11892,96.55360274,109.050447,13.53770375,6.593258187
11894,97.24395304,109.0596167,13.53794636,6.603536636
11896,99.49493446,109.0687856,13.53818893,6.636551171
11898,97.13555221,109.0779538,13.53843146,6.601927522
11900,98.83975856,109.0871211,13.53867395,6.627019581
11902,96.02582871,109.0962877,13.5389164,6.585350604
11904,97.22269219,109.1054536,13.53915881,6.603221179
11906,95.23205007,109.1146186,13.53940118,6.573375285
11908,97.80569261,109.1237829,13.53964351,6.611846532
11910,97.93658413,109.1329464,13.53988579,6.613775973
11912,95.50593522,109.1421092,13.54012804,6.577518487
11914,98.12907398,109.1512712,13.54037024,6.616608741
11916,97.10884196,109.1604324,13.54061241,6.601530757
11918,96.94911213,109.1695928,13.54085453,6.599155781
11920,99.94643216,109.1787525,13.54109662,6.643083162
11922,94.29904335,109.1879114,13.54133866,6.55917123
11924,98.54448873,109.1970696,13.54158066,6.622703283
11926,98.8628395,109.2062269,13.54182262,6.627356438
11928,95.50514696,109.2153835,13.54206454,6.57750658
11930,99.9572414,109.2245394,13.54230642,6.643239182
11932,96.47255392,109.2336944,13.54254826,6.592046654
11934,98.66575241,109.2428487,13.54279006,6.624477497
11936,97.01807095,109.2520023,13.54303182,6.600181589
11938,97.29779952,109.261155,13.54327354,6.604335272
11940,95.55210467,109.270307,13.54351522,6.578215746
11942,97.44109607,109.2794583,13.54375685,6.606458456
11944,96.80277119,109.2886087,13.54399845,6.596976443
11946,96.34495593,109.2977584,13.54424001,6.590137232
11948,97.51053699,109.3069074,13.54448152,6.60748622
11950,97.7065549,109.3160555,13.544723,6.610383447
11952,98.43168029,109.3252029,13.54496443,6.621050817
11954,96.27449589,109.3343496,13.54520583,6.589081759
11956,98.0866171,109.3434955,13.54544718,6.615984404
11958,97.54570949,109.3526406,13.5456885,6.608006513
11960,95.5538405,109.3617849,13.54592977,6.578241954
11962,95.08149307,109.3709285,13.546171,6.571092653
11964,95.52081962,109.3800713,13.5464122,6.577743311
11966,94.10272995,109.3892134,13.54665335,6.556164672
11968,97.00039575,109.3983546,13.54689446,6.599918728
11970,96.49093627,109.4074952,13.54713553,6.592321526
11972,97.03282651,109.4166349,13.54737656,6.600400993
11974,97.32544243,109.4257739,13.54761755,6.604745093
11976,99.24019059,109.4349122,13.54785851,6.632852601
11978,96.94072798,109.4440496,13.54809942,6.599031011
11980,97.99339432,109.4531863,13.54834029,6.614612596
11982,96.18150035,109.4623223,13.54858112,6.587687526
11984,96.70453331,109.4714575,13.54882191,6.595511617
11986,94.87149563,109.4805919,13.54906266,6.567902786
11988,99.81646998,109.4897255,13.54930337,6.641205979
11990,98.4737264,109.4988584,13.54954404,6.621666948
11992,95.68106567,109.5079906,13.54978467,6.580161553
11994,95.72287144,109.5171219,13.55002526,6.58079177
11996,96.62658694,109.5262526,13.55026581,6.594348298
11998,95.88332819,109.5353824,13.55050632,6.583208082
12000,94.5465957,109.5445115,13.55074679,6.562953607
